pathway_id,from_stop_id,to_stop_id,facility_id,pathway_mode,is_bidirectional,length,wheelchair_length,traversal_time,wheelchair_traversal_time,stair_count,max_slope,pathway_name,pathway_code,signposted_as,instructions
longw-000,door-longw-longwood,70182,,1,0,53.9496000,53.9496000,,,,,"Longwood - Chapel St, Longwood Ave to Green Line (Park Street & North)",,Green Line - Park Street & North,
longw-001,door-longw-colchester,70182,,1,0,,,86,,,,"Longwood - Chapel St, Colchester St to Green Line (Park Street & North)",,Green Line - Park Street & North,
longw-002,door-longw-necklace,70182,,1,0,,,42,46,,,Longwood - Emerald Necklace to Green Line (Park Street & North),,Green Line - Park Street & North,
longw-003,door-longw-longwood,70183,,1,0,18.8976000,18.8976000,,,,,"Longwood - Chapel St, Longwood Ave to Green Line (Riverside)",,Green Line - (D) Riverside,
longw-004,door-longw-colchester,70183,,1,0,,,42,,,,"Longwood - Chapel St, Colchester St to Green Line (Riverside)",,Green Line - (D) Riverside,
longw-005,door-longw-necklace,70183,,1,0,,,31,68,,,Longwood - Emerald Necklace to Green Line (Riverside),,Green Line - (D) Riverside,
longw-006,70182,door-longw-longwood,,1,0,53.9496000,53.9496000,,,,,"Green Line (Park Street & North) to Longwood - Chapel St, Longwood Ave",,"Longwood - Chapel St, Longwood Ave",
longw-007,70182,door-longw-colchester,,1,0,,,75,,,,"Green Line (Park Street & North) to Longwood - Chapel St, Colchester St",,"Longwood - Chapel St, Colchester St",
longw-008,70182,door-longw-necklace,,1,0,,,33,36,,,Green Line (Park Street & North) to Longwood - Emerald Necklace,,Longwood - Emerald Necklace,
longw-009,70183,door-longw-longwood,,1,0,18.8976000,18.8976000,,,,,"Green Line (Riverside) to Longwood - Chapel St, Longwood Ave",,"Longwood - Chapel St, Longwood Ave",
longw-010,70183,door-longw-colchester,,1,0,,,32,,,,"Green Line (Riverside) to Longwood - Chapel St, Colchester St",,"Longwood - Chapel St, Colchester St",
longw-011,70183,door-longw-necklace,,1,0,,,22,60,,,Green Line (Riverside) to Longwood - Emerald Necklace,,Longwood - Emerald Necklace,
masta-008,70013,node-masta-mainstair-platform,,1,0,72.2376000,72.2376000,,,,,Orange Line (Oak Grove) to Bottom of platform stairs from lobby,,Exit to Massachusetts Avenue,
masta-009,70013,node-masta-852-platform,,1,0,72.2376000,72.2376000,,,,,Orange Line (Oak Grove) to Bottom of Elevator 852,,Elevator,
masta-010,70013,node-masta-139-platform,,1,0,72.2376000,72.2376000,,,,,Orange Line (Oak Grove) to Bottom of Escalator 139,,Exit to Massachusetts Avenue,
masta-011,70013,node-masta-camdstair-platform,,1,0,64.0080000,64.0080000,,,,,Orange Line (Oak Grove) to Bottom of Camden St stairs,,Exit to Camden Street,
masta-012,70012,node-masta-mainstair-platform,,1,0,72.2376000,72.2376000,,,,,Orange Line (Forest Hills) to Bottom of platform stairs from lobby,,Exit to Massachusetts Avenue,
masta-013,70012,node-masta-852-platform,,1,0,72.2376000,72.2376000,,,,,Orange Line (Forest Hills) to Bottom of Elevator 852,,Elevator,
masta-014,70012,node-masta-139-platform,,1,0,72.2376000,72.2376000,,,,,Orange Line (Forest Hills) to Bottom of Escalator 139,,Exit to Massachusetts Avenue,
masta-015,70012,node-masta-camdstair-platform,,1,0,64.0080000,64.0080000,,,,,Orange Line (Forest Hills) to Bottom of Camden St stairs,,Exit to Camden Street,
masta-016,node-masta-mainstair-platform,70013,,1,0,18.2880000,18.2880000,,,,,Bottom of platform stairs from lobby to Orange Line (Oak Grove),,Inbound to Oak Grove via Downtown Crossing and State,
masta-017,node-masta-852-platform,70013,,1,0,18.2880000,18.2880000,,,,,Bottom of Elevator 852 to Orange Line (Oak Grove),,Inbound to Oak Grove via Downtown Crossing and State,
masta-018,node-masta-mainstair-platform,70012,,1,0,18.2880000,18.2880000,,,,,Bottom of platform stairs from lobby to Orange Line (Forest Hills),,Outbound to Forest Hills,
masta-019,node-masta-852-platform,70012,,1,0,18.2880000,18.2880000,,,,,Bottom of Elevator 852 to Orange Line (Forest Hills),,Outbound to Forest Hills,
masta-020,node-masta-mainstair-platform,node-masta-mainstair-lobby,,2,0,,,,,33,,Bottom of platform stairs from lobby to Top of lobby stairs from platform,,Top of lobby stairs from platform,
masta-021,node-masta-mainstair-lobby,node-masta-mainstair-platform,,2,0,,,,,-33,,Top of lobby stairs from platform to Bottom of platform stairs from lobby,,Orange Line,
masta-022,node-masta-camdstair-platform,node-masta-camfarepaid,,2,0,,,,,25,,Bottom of Camden St stairs to Paid side of exit-only gates,,Paid side of exit-only gates,
masta-023,node-masta-852-platform,node-masta-852-lobby,852,5,0,,,48,48,,,Bottom of Elevator 852 to Top of Elevator 852,852,Lobby,
masta-024,node-masta-852-lobby,node-masta-852-platform,852,5,0,,,48,48,,,Top of Elevator 852 to Bottom of Elevator 852,852,Platform,
masta-025,node-masta-139-platform,node-masta-139-lobby,139,4,0,,,25,,,,Bottom of Escalator 139 to Top of Escalator 139,139,Top of Escalator 139,
masta-026,node-masta-undersouth-way,node-masta-undersouth-lobby,,2,0,,,,,15,,South end of Massachusetts Ave underpass to Top of stairs to south end of underpass,,Top of stairs to south end of underpass,
masta-027,node-masta-undersouth-lobby,node-masta-undersouth-way,,2,0,,,,,-15,,Top of stairs to south end of underpass to South end of Massachusetts Ave underpass,,South end of Massachusetts Ave underpass,
masta-028,node-masta-undernorth-way,node-masta-undernorth-lobby,,2,0,,,,,15,,North end of Massachusetts Ave underpass to Top of stairs to north end of underpass,,Top of stairs to north end of underpass,
masta-029,node-masta-undernorth-lobby,node-masta-undernorth-way,,2,0,,,,,-15,,Top of stairs to north end of underpass to North end of Massachusetts Ave underpass,,Trains,
masta-030,node-masta-undernorth-way,node-masta-undersouth-way,,1,0,35.0520000,35.0520000,,,,,North end of Massachusetts Ave underpass to South end of Massachusetts Ave underpass,,South end of Massachusetts Ave underpass,
masta-031,node-masta-undersouth-way,node-masta-undernorth-way,,1,0,35.0520000,35.0520000,,,,,South end of Massachusetts Ave underpass to North end of Massachusetts Ave underpass,,North end of Massachusetts Ave underpass,
masta-032,node-masta-mainstair-lobby,node-masta-farepaid,,1,0,6.0960000,6.0960000,,,,,Top of lobby stairs from platform to Paid side of fare gates,,Exit,
masta-033,node-masta-852-lobby,node-masta-farepaid,,1,0,6.0960000,6.0960000,,,,,Top of Elevator 852 to Paid side of fare gates,,Exit,
masta-034,node-masta-139-lobby,node-masta-farepaid,,1,0,6.0960000,6.0960000,,,,,Top of Escalator 139 to Paid side of fare gates,,Exit,
masta-035,node-masta-farepaid,node-masta-mainstair-lobby,,1,0,6.0960000,6.0960000,,,,,Paid side of fare gates to Top of lobby stairs from platform,,Trains,
masta-036,node-masta-farepaid,node-masta-852-lobby,,1,0,6.0960000,6.0960000,,,,,Paid side of fare gates to Top of Elevator 852,,Elevator,
masta-037,node-masta-unpaid-lobby,node-masta-undersouth-lobby,,1,0,4.5720000,4.5720000,,,,,Unpaid lobby to Top of stairs to south end of underpass,,Massachusetts Avenue - Northside,
masta-038,node-masta-unpaid-lobby,node-masta-unpstair-lobby,,1,0,3.0480000,3.0480000,,,,,Unpaid lobby to Bottom of stairs from main entrance,,Massachusetts Avenue - Southside,
masta-039,node-masta-unpaid-lobby,node-masta-unpramp-lobby,,1,0,4.5720000,4.5720000,,,,,Unpaid lobby to Bottom of ramp from main entrance,,Massachusetts Avenue - Southside,
masta-040,node-masta-unpstair-lobby,node-masta-unpstair-exit,,2,0,,,,,7,,Bottom of stairs from main entrance to Top of stairs from main entrance,,Top of stairs from main entrance,
masta-041,node-masta-unpstair-exit,node-masta-unpstair-lobby,,2,0,,,,,-7,,Top of stairs from main entrance to Bottom of stairs from main entrance,,Bottom of stairs from main entrance,
masta-042,node-masta-unpramp-lobby,node-masta-unpramp-exit,,1,0,9.7536000,9.7536000,,,,0.0830000,Bottom of ramp from main entrance to Top of ramp from main entrance,,Top of ramp from main entrance,
masta-043,node-masta-unpramp-exit,node-masta-unpramp-lobby,,1,0,9.7536000,9.7536000,,,,-0.0830000,Top of ramp from main entrance to Bottom of ramp from main entrance,,Bottom of ramp from main entrance,
masta-044,node-masta-unpstair-exit,door-masta-main,,1,0,3.9624000,3.9624000,,,,,Top of stairs from main entrance to Massachusetts Avenue - Massachusetts Ave (Southside),,"Symphony Hall, Tremont Street, Columbus Avenue, Routes 1, CT1, 170",
masta-045,node-masta-unpramp-exit,door-masta-main,,1,0,3.9624000,3.9624000,,,,,Top of ramp from main entrance to Massachusetts Avenue - Massachusetts Ave (Southside),,"Symphony Hall, Tremont Street, Columbus Avenue, Routes 1, CT1, 170",
masta-046,door-masta-main,node-masta-unpstair-exit,,1,0,3.9624000,3.9624000,,,,,Massachusetts Avenue - Massachusetts Ave (Southside) to Top of stairs from main entrance,,Top of stairs from main entrance,
masta-047,door-masta-main,node-masta-unpramp-exit,,1,0,3.9624000,3.9624000,,,,,Massachusetts Avenue - Massachusetts Ave (Southside) to Top of ramp from main entrance,,Top of ramp from main entrance,
masta-048,node-masta-undernorth-lobby,door-masta-corridor,,1,0,3.0480000,3.0480000,,,,,Top of stairs to north end of underpass to Massachusetts Avenue - Massachusetts Ave (Northside),,Exit,
masta-049,door-masta-corridor,node-masta-undernorth-lobby,,1,0,3.0480000,3.0480000,,,,,Massachusetts Avenue - Massachusetts Ave (Northside) to Top of stairs to north end of underpass,,Top of stairs to north end of underpass,
masta-050,node-masta-unpstair-lobby,node-masta-unpaid-lobby,,1,0,3.0480000,3.0480000,,,,,Bottom of stairs from main entrance to Unpaid lobby,,Trains,
masta-051,node-masta-unpramp-lobby,node-masta-unpaid-lobby,,1,0,4.5720000,4.5720000,,,,,Bottom of ramp from main entrance to Unpaid lobby,,Trains,
masta-052,node-masta-undersouth-lobby,node-masta-unpaid-lobby,,1,0,4.5720000,4.5720000,,,,,Top of stairs to south end of underpass to Unpaid lobby,,Trains,
masta-057,door-masta-side,node-masta-unpaid-lobby,,1,0,11.5824000,11.5824000,,,,,Massachusetts Avenue - Southwest Corridor Park to Unpaid lobby,,Trains,
masta-058,node-masta-unpaid-lobby,door-masta-side,,1,0,11.5824000,11.5824000,,,,,Unpaid lobby to Massachusetts Avenue - Southwest Corridor Park,,"Boston Medical Center, Southwest Corridor Park",
masta-059,node-masta-unpaid-lobby,node-masta-fareunpaid,,1,0,3.9624000,3.9624000,,,,,Unpaid lobby to Unpaid side of fare gates,,Trains,
masta-060,node-masta-fareunpaid,node-masta-unpaid-lobby,,1,0,3.9624000,3.9624000,,,,,Unpaid side of fare gates to Unpaid lobby,,Unpaid lobby,
masta-061,node-masta-fareunpaid,node-masta-farepaid,,6,0,,,,,,,Unpaid side of fare gates to Paid side of fare gates,,Enter - Fare gates,
masta-062,node-masta-farepaid,node-masta-fareunpaid,,7,0,,,,,,,Paid side of fare gates to Unpaid side of fare gates,,Exit - Fare gates,
masta-063,node-masta-farepaid,node-masta-139-lobby,,1,0,6.0960000,6.0960000,,,,,Paid side of fare gates to Top of Escalator 139,,Trains,
masta-064,node-masta-139-platform,70013,,1,0,72.2376000,72.2376000,,,,,Bottom of Escalator 139 to Orange Line (Oak Grove),,Inbound to Oak Grove via Downtown Crossing and State,
masta-065,node-masta-camdstair-platform,70013,,1,0,64.0080000,64.0080000,,,,,Bottom of Camden St stairs to Orange Line (Oak Grove),,Inbound to Oak Grove via Downtown Crossing and State,
masta-066,node-masta-139-platform,70012,,1,0,72.2376000,72.2376000,,,,,Bottom of Escalator 139 to Orange Line (Forest Hills),,Outbound to Forest Hills,
masta-067,node-masta-camdstair-platform,70012,,1,0,64.0080000,64.0080000,,,,,Bottom of Camden St stairs to Orange Line (Forest Hills),,Outbound to Forest Hills,
masta-068,node-masta-camfarepaid,node-masta-camdstair-platform,,2,0,,,,,-25,,Paid side of exit-only gates to Bottom of Camden St stairs,,Bottom of Camden St stairs,
masta-069,node-masta-camfarepaid,node-masta-camfareunpaid,,7,0,,,,,,,Paid side of exit-only gates to Unpaid side of exit-only gates,,Unpaid side of exit-only gates,
masta-070,node-masta-camfareunpaid,door-masta-camden,,1,0,0.9144000,0.9144000,,,,,Unpaid side of exit-only gates to Massachusetts Avenue - Camden St,,Massachusetts Avenue - Camden St,
masta-071,door-masta-camden,node-masta-camfareunpaid,,1,0,0.9144000,0.9144000,,,,,Massachusetts Avenue - Camden St to Unpaid side of exit-only gates,,Unpaid side of exit-only gates,
matt-000,185,door-matt-square,,1,0,55.7784000,55.7784000,,,,,North Busway to Mattapan - Mattapan Square,,Mattapan - Mattapan Square,
matt-001,185,door-matt-neponset,,1,0,54.5592000,54.5592000,,,,,"North Busway to Mattapan - Neponset Trail, Parking",,"Mattapan - Neponset Trail, Parking",
matt-002,185,18511,,1,0,36.8808000,36.8808000,,,,,North Busway to South Busway,,South Busway,
matt-003,18511,door-matt-square,,1,0,86.5632000,86.5632000,,,,,South Busway to Mattapan - Mattapan Square,,Mattapan - Mattapan Square,
matt-004,18511,door-matt-neponset,,1,0,88.3920000,88.3920000,,,,,"South Busway to Mattapan - Neponset Trail, Parking",,"Mattapan - Neponset Trail, Parking",
matt-005,18511,185,,1,0,36.8808000,36.8808000,,,,,South Busway to North Busway,,North Busway,
matt-006,70276,door-matt-square,,1,0,81.3816000,81.3816000,,,,,Mattapan Trolley (Ashmont) to Mattapan - Mattapan Square,,Mattapan - Mattapan Square,
matt-007,70276,door-matt-neponset,,1,0,83.2104000,83.2104000,,,,,"Mattapan Trolley (Ashmont) to Mattapan - Neponset Trail, Parking",,"Mattapan - Neponset Trail, Parking",
matt-008,70276,185,,1,0,32.0040000,32.0040000,,,,,Mattapan Trolley (Ashmont) to North Busway,,North Busway,
matt-009,70276,18511,,1,0,26.5176000,26.5176000,,,,,Mattapan Trolley (Ashmont) to South Busway,,South Busway,
matt-010,70275,door-matt-square,,1,0,89.0016000,89.0016000,,,,,Mattapan Trolley to Mattapan - Mattapan Square,,Mattapan - Mattapan Square,
matt-011,70275,door-matt-neponset,,1,0,21.0312000,21.0312000,,,,,"Mattapan Trolley to Mattapan - Neponset Trail, Parking",,"Mattapan - Neponset Trail, Parking",
matt-012,70275,185,,1,0,34.4424000,34.4424000,,,,,Mattapan Trolley to North Busway,,North Busway,
matt-013,70275,18511,,1,0,66.4464000,66.4464000,,,,,Mattapan Trolley to South Busway,,South Busway,
matt-014,door-matt-square,185,,1,0,55.7784000,55.7784000,,,,,Mattapan - Mattapan Square to North Busway,,North Busway,
matt-015,door-matt-neponset,185,,1,0,54.5592000,54.5592000,,,,,"Mattapan - Neponset Trail, Parking to North Busway",,North Busway,
matt-017,door-matt-square,18511,,1,0,86.5632000,86.5632000,,,,,Mattapan - Mattapan Square to South Busway,,South Busway,
matt-018,door-matt-neponset,18511,,1,0,88.3920000,88.3920000,,,,,"Mattapan - Neponset Trail, Parking to South Busway",,South Busway,
matt-020,door-matt-square,70276,,1,0,81.3816000,81.3816000,,,,,Mattapan - Mattapan Square to Mattapan Trolley (Ashmont),,Ashmont,
matt-021,door-matt-neponset,70276,,1,0,83.2104000,83.2104000,,,,,"Mattapan - Neponset Trail, Parking to Mattapan Trolley (Ashmont)",,Ashmont,
matt-022,185,70276,,1,0,32.0040000,32.0040000,,,,,North Busway to Mattapan Trolley (Ashmont),,Ashmont,
matt-023,18511,70276,,1,0,26.5176000,26.5176000,,,,,South Busway to Mattapan Trolley (Ashmont),,Ashmont,
matt-024,door-matt-southbus,18511,,1,0,18.5928000,18.5928000,,,,,Mattapan - Lower Busway to South Busway,,South Busway,
matt-025,door-matt-southbus,185,,1,0,27.4320000,27.4320000,,,,,Mattapan - Lower Busway to North Busway,,North Busway,
matt-026,door-matt-southbus,70276,,1,0,29.8704000,29.8704000,,,,,Mattapan - Lower Busway to Mattapan Trolley (Ashmont),,Ashmont,
matt-027,door-matt-northbus,18511,,1,0,77.1144000,77.1144000,,,,,Mattapan - Upper Busway to South Busway,,South Busway,
matt-028,door-matt-northbus,185,,1,0,47.5488000,47.5488000,,,,,Mattapan - Upper Busway to North Busway,,North Busway,
matt-029,door-matt-northbus,70276,,1,0,74.6760000,74.6760000,,,,,Mattapan - Upper Busway to Mattapan Trolley (Ashmont),,Ashmont,
matt-030,18511,door-matt-southbus,,1,0,18.5928000,18.5928000,,,,,South Busway to Mattapan - Lower Busway,,Mattapan - Lower Busway,
matt-031,185,door-matt-southbus,,1,0,27.4320000,27.4320000,,,,,North Busway to Mattapan - Lower Busway,,Mattapan - Lower Busway,
matt-032,70276,door-matt-southbus,,1,0,29.8704000,29.8704000,,,,,Mattapan Trolley (Ashmont) to Mattapan - Lower Busway,,Mattapan - Lower Busway,
matt-033,70275,door-matt-southbus,,1,0,47.5488000,47.5488000,,,,,Mattapan Trolley to Mattapan - Lower Busway,,Mattapan - Lower Busway,
matt-034,18511,door-matt-northbus,,1,0,77.1144000,77.1144000,,,,,South Busway to Mattapan - Upper Busway,,Mattapan - Upper Busway,
matt-035,185,door-matt-northbus,,1,0,47.5488000,47.5488000,,,,,North Busway to Mattapan - Upper Busway,,Mattapan - Upper Busway,
matt-036,70276,door-matt-northbus,,1,0,74.6760000,74.6760000,,,,,Mattapan Trolley (Ashmont) to Mattapan - Upper Busway,,Mattapan - Upper Busway,
matt-037,70275,door-matt-northbus,,1,0,17.6784000,17.6784000,,,,,Mattapan Trolley to Mattapan - Upper Busway,,Mattapan - Upper Busway,
matt-038,door-matt-square,70275,,1,0,89.0016000,89.0016000,,,,,Mattapan - Mattapan Square to Mattapan Trolley,,Mattapan - Last Stop,
matt-039,door-matt-neponset,70275,,1,0,21.0312000,21.0312000,,,,,"Mattapan - Neponset Trail, Parking to Mattapan Trolley",,Mattapan - Last Stop,
matt-040,185,70275,,1,0,34.4424000,34.4424000,,,,,North Busway to Mattapan Trolley,,Mattapan - Last Stop,
matt-041,18511,70275,,1,0,66.4464000,66.4464000,,,,,South Busway to Mattapan Trolley,,Mattapan - Last Stop,
matt-042,door-matt-southbus,70275,,1,0,47.5488000,47.5488000,,,,,Mattapan - Lower Busway to Mattapan Trolley,,Mattapan - Last Stop,
matt-043,door-matt-northbus,70275,,1,0,17.6784000,17.6784000,,,,,Mattapan - Upper Busway to Mattapan Trolley,,Mattapan - Last Stop,
miltt-000,70268,door-miltt-trail,,1,0,48.1584000,48.1584000,,,,,Mattapan Trolley (Ashmont) to Milton - Neponset Trail,,Milton - Neponset Trail,
miltt-001,70268,door-miltt-adams,,1,0,,,43,,,,Mattapan Trolley (Ashmont) to Milton - Adams St,,Milton - Adams St,
miltt-002,70268,door-miltt-wharf,,1,0,3.6576000,18.8976000,,,,,"Mattapan Trolley (Ashmont) to Milton - Parking, Wharf St",,"Milton - Parking, Wharf St",
miltt-003,70267,door-miltt-trail,,1,0,22.8600000,22.8600000,,,,,Mattapan Trolley (Mattapan) to Milton - Neponset Trail,,Milton - Neponset Trail,
miltt-004,70267,door-miltt-adams,,1,0,,,61,,,,Mattapan Trolley (Mattapan) to Milton - Adams St,,Milton - Adams St,
miltt-005,70267,door-miltt-wharf,,1,0,21.9456000,37.1856000,,,,,"Mattapan Trolley (Mattapan) to Milton - Parking, Wharf St",,"Milton - Parking, Wharf St",
miltt-006,door-miltt-trail,70268,,1,0,48.1584000,48.1584000,,,,,Milton - Neponset Trail to Mattapan Trolley (Ashmont),,Ashmont,
miltt-007,door-miltt-adams,70268,,1,0,,,49,,,,Milton - Adams St to Mattapan Trolley (Ashmont),,Ashmont,
miltt-008,door-miltt-wharf,70268,,1,0,3.6576000,18.8976000,,,,,"Milton - Parking, Wharf St to Mattapan Trolley (Ashmont)",,Ashmont,
miltt-009,door-miltt-trail,70267,,1,0,22.8600000,22.8600000,,,,,Milton - Neponset Trail to Mattapan Trolley (Mattapan),,Mattapan,
miltt-010,door-miltt-adams,70267,,1,0,,,67,,,,Milton - Adams St to Mattapan Trolley (Mattapan),,Mattapan,
miltt-011,door-miltt-wharf,70267,,1,0,21.9456000,37.1856000,,,,,"Milton - Parking, Wharf St to Mattapan Trolley (Mattapan)",,Mattapan,
mlmnl-000,door-mlmnl-ramp,node-mlmnl-ramptop,,1,0,13.7160000,13.7160000,,,,0.0830000,"Malden Center - Commercial St, Malden Government Center (ramp) to Top of ramp from Commercial Street",,Top of ramp from Commercial Street,
mlmnl-001,node-mlmnl-ramptop,door-mlmnl-ramp,,1,0,13.7160000,13.7160000,,,,-0.0830000,"Top of ramp from Commercial Street to Malden Center - Commercial St, Malden Government Center (ramp)",,"Malden Center - Commercial St, Malden Government Center (ramp)",
mlmnl-002,door-mlmnl-commercial,53270,,1,0,30.8701440,30.8701440,,,,,"Malden Center - Commercial St, Malden Government Center to East Busway Platform 1",,Platform 1,
mlmnl-003,53270,door-mlmnl-commercial,,1,0,30.8701440,30.8701440,,,,,"East Busway Platform 1 to Malden Center - Commercial St, Malden Government Center",,Malden Center,
mlmnl-004,door-mlmnl-ramp,53270,,1,0,48.5759760,48.5759760,,,,,"Malden Center - Commercial St, Malden Government Center (ramp) to East Busway Platform 1",,Platform 1,
mlmnl-005,53270,door-mlmnl-ramp,,1,0,48.5759760,48.5759760,,,,,"East Busway Platform 1 to Malden Center - Commercial St, Malden Government Center (ramp)",,Ramp to lobby,
mlmnl-006,door-mlmnl-commercial,5327,,1,0,43.9765440,43.9765440,,,,,"Malden Center - Commercial St, Malden Government Center to East Busway Platform 2",,Platform 2,
mlmnl-007,5327,door-mlmnl-commercial,,1,0,43.9765440,43.9765440,,,,,"East Busway Platform 2 to Malden Center - Commercial St, Malden Government Center",,Malden Center,
mlmnl-008,door-mlmnl-ramp,5327,,1,0,61.2678480,61.2678480,,,,,"Malden Center - Commercial St, Malden Government Center (ramp) to East Busway Platform 2",,Platform 2,
mlmnl-009,5327,door-mlmnl-ramp,,1,0,61.2678480,61.2678480,,,,,"East Busway Platform 2 to Malden Center - Commercial St, Malden Government Center (ramp)",,Ramp to lobby,
mlmnl-010,door-mlmnl-pleasant,5072,,1,0,44.2539120,44.2539120,,,,,"Malden Center - Summer St, Pleasant St to West Busway",,West Busway,
mlmnl-011,5072,door-mlmnl-pleasant,,1,0,44.2539120,44.2539120,,,,,"West Busway to Malden Center - Summer St, Pleasant St",,Malden Center,
mlmnl-012,node-312-lobby,node-312-platform,312,4,0,,,24,,,,Bottom of Commuter Rail platform escalator to Top of Commuter Rail platform escalator,312,Top of Commuter Rail platform escalator,
mlmnl-013,node-mlmnl-crstairs-lobby,node-mlmnl-crstairs-platform,,2,0,,,,,37,,Bottom of Commuter Rail platform stairs to Top of Commuter Rail platform stairs,,Top of Commuter Rail platform stairs,
mlmnl-014,node-mlmnl-crstairs-platform,node-mlmnl-crstairs-lobby,,2,0,,,,,-37,,Top of Commuter Rail platform stairs to Bottom of Commuter Rail platform stairs,,Bottom of Commuter Rail platform stairs,
mlmnl-015,node-944-lobby,node-944-platform,944,5,0,,,56,56,,,Bottom of Commuter Rail platform elevator to Top of Commuter Rail platform elevator,944,Level 2,
mlmnl-016,node-944-platform,node-944-lobby,944,5,0,,,56,56,,,Top of Commuter Rail platform elevator to Bottom of Commuter Rail platform elevator,944,Level 1,
mlmnl-017,53270,5327,,1,0,65.6203920,65.6203920,,,,,East Busway Platform 1 to East Busway Platform 2,,Platform 2,
mlmnl-018,5327,53270,,1,0,65.6203920,65.6203920,,,,,East Busway Platform 2 to East Busway Platform 1,,Platform 1,
mlmnl-019,node-311-lobby,node-311-platform,311,4,0,,,29,,,,Bottom of Orange Line platform escalator to Top of Orange Line platform escalator,311,Top of Orange Line platform escalator,
mlmnl-020,node-mlmnl-olstairs-lobby,node-mlmnl-olstairs-platform,,2,0,,,,,37,,Bottom of Orange Line platform stairs to Top of Orange Line platform stairs,,Top of Orange Line platform stairs,
mlmnl-021,node-mlmnl-olstairs-platform,node-mlmnl-olstairs-lobby,,2,0,,,,,-37,,Top of Orange Line platform stairs to Bottom of Orange Line platform stairs,,Bottom of Orange Line platform stairs,
mlmnl-022,node-945-lobby,node-945-platform,945,5,0,,,48,48,,,Bottom of Orange Line platform elevator to Top of Orange Line platform elevator,945,Level 2,
mlmnl-023,node-945-platform,node-945-lobby,945,5,0,,,48,48,,,Top of Orange Line platform elevator to Bottom of Orange Line platform elevator,945,Level 1,
mlmnl-024,node-312-platform,Malden Center,,1,0,16.9468800,16.9468800,,,,,Top of Commuter Rail platform escalator to Commuter Rail,,Commuter Rail,
mlmnl-025,node-mlmnl-crstairs-platform,Malden Center,,1,0,14.6304000,14.6304000,,,,,Top of Commuter Rail platform stairs to Commuter Rail,,Commuter Rail,
mlmnl-026,node-944-platform,Malden Center,,1,0,30.4800000,30.4800000,,,,,Top of Commuter Rail platform elevator to Commuter Rail,,Commuter Rail,
mlmnl-027,Malden Center,node-312-platform,,1,0,16.9468800,16.9468800,,,,,Commuter Rail to Top of Commuter Rail platform escalator,,Top of Commuter Rail platform escalator,
mlmnl-028,Malden Center,node-mlmnl-crstairs-platform,,1,0,14.6304000,14.6304000,,,,,Commuter Rail to Top of Commuter Rail platform stairs,,Top of Commuter Rail platform stairs,
mlmnl-029,Malden Center,node-944-platform,,1,0,30.4800000,30.4800000,,,,,Commuter Rail to Top of Commuter Rail platform elevator,,Top of Commuter Rail platform elevator,
mlmnl-030,node-311-platform,70034,,1,0,18.0441600,18.0441600,,,,,Top of Orange Line platform escalator to Orange Line (Forest Hills),,Inbound to Forest Hills via State and Downtown Crossing,
mlmnl-031,node-311-platform,70035,,1,0,18.0441600,18.0441600,,,,,Top of Orange Line platform escalator to Orange Line (Oak Grove),,Outbound to Oak Grove,
mlmnl-032,node-mlmnl-olstairs-platform,70034,,1,0,43.0377600,43.0377600,,,,,Top of Orange Line platform stairs to Orange Line (Forest Hills),,Inbound to Forest Hills via State and Downtown Crossing,
mlmnl-033,node-mlmnl-olstairs-platform,70035,,1,0,43.0377600,43.0377600,,,,,Top of Orange Line platform stairs to Orange Line (Oak Grove),,Outbound to Oak Grove,
mlmnl-034,node-945-platform,70034,,1,0,16.7030400,16.7030400,,,,,Top of Orange Line platform elevator to Orange Line (Forest Hills),,Inbound to Forest Hills via State and Downtown Crossing,
mlmnl-035,node-945-platform,70035,,1,0,16.7030400,16.7030400,,,,,Top of Orange Line platform elevator to Orange Line (Oak Grove),,Outbound to Oak Grove,
mlmnl-036,70034,node-mlmnl-olstairs-platform,,1,0,6.0960000,6.0960000,,,,,Orange Line (Forest Hills) to Top of Orange Line platform stairs,,Exit,
mlmnl-037,70035,node-mlmnl-olstairs-platform,,1,0,6.0960000,6.0960000,,,,,Orange Line (Oak Grove) to Top of Orange Line platform stairs,,Exit,
mlmnl-038,70034,node-945-platform,,1,0,6.0960000,6.0960000,,,,,Orange Line (Forest Hills) to Top of Orange Line platform elevator,,Elevator,
mlmnl-039,70035,node-945-platform,,1,0,6.0960000,6.0960000,,,,,Orange Line (Oak Grove) to Top of Orange Line platform elevator,,Elevator,
mlmnl-040,70034,node-311-platform,,1,0,6.0960000,6.0960000,,,,,Orange Line (Forest Hills) to Top of Orange Line platform escalator,,Exit,
mlmnl-041,70035,node-311-platform,,1,0,6.0960000,6.0960000,,,,,Orange Line (Oak Grove) to Top of Orange Line platform escalator,,Exit,
mlmnl-042,node-mlmnl-exitstair-platform,70034,,1,0,45.7200000,45.7200000,,,,,Top of stairs to exit-only gates to Orange Line (Forest Hills),,Inbound to Forest Hills via State and Downtown Crossing,
mlmnl-043,node-mlmnl-exitstair-platform,70035,,1,0,45.7200000,45.7200000,,,,,Top of stairs to exit-only gates to Orange Line (Oak Grove),,Outbound to Oak Grove,
mlmnl-044,70034,node-mlmnl-exitstair-platform,,1,0,6.0960000,6.0960000,,,,,Orange Line (Forest Hills) to Top of stairs to exit-only gates,,Exit,
